,open,high,low,close,volume,money
2015-12-01,3.63,3.63,3.57,3.6,239181211.0,858728002.0
2015-12-02,3.59,3.74,3.58,3.73,507420728.0,1866487040.0
2015-12-03,3.7,3.88,3.68,3.84,888098210.0,3379124154.0
2015-12-04,3.79,3.8,3.7,3.71,260284173.0,975947200.0
2015-12-07,3.72,3.72,3.66,3.68,159339209.0,586484752.0
2015-12-08,3.66,3.7,3.61,3.65,218084885.0,794501568.0
2015-12-09,3.64,3.69,3.64,3.68,114712230.0,420770340.0
2015-12-10,3.68,3.72,3.64,3.64,160064583.0,588094720.0
2015-12-11,3.64,3.64,3.61,3.63,141594195.0,512158208.0
2015-12-14,3.61,3.68,3.61,3.68,188700278.0,687866752.0
2015-12-15,3.67,3.68,3.63,3.64,113866585.0,415001728.0
2015-12-16,3.64,3.65,3.61,3.63,106003546.0,384868800.0
2015-12-17,3.64,3.67,3.63,3.65,117026910.0,427421376.0
2015-12-18,3.64,3.72,3.64,3.65,250240517.0,918940032.0
2015-12-21,3.64,3.72,3.63,3.71,316247229.0,1164770432.0
2015-12-22,3.71,3.73,3.68,3.69,184676519.0,683260194.0
2015-12-23,3.68,3.72,3.67,3.69,299665160.0,1106403840.0
2015-12-24,3.7,3.7,3.65,3.68,205349558.0,753829632.0
2015-12-25,3.68,3.68,3.67,3.68,109762284.0,403425511.0
2015-12-28,3.68,3.68,3.63,3.63,185555240.0,678333541.0
2015-12-29,3.63,3.64,3.62,3.64,157560174.0,572319054.0
2015-12-30,3.64,3.65,3.62,3.64,104237188.0,378882612.0
2015-12-31,3.64,3.64,3.62,3.62,123863925.0,449656193.0
2016-01-04,3.62,3.63,3.51,3.52,186581221.0,669360275.0
2016-01-05,3.49,3.57,3.46,3.53,203177243.0,715484718.0
2016-01-06,3.52,3.57,3.52,3.57,143155990.0,508161231.0
2016-01-07,3.55,3.56,3.49,3.5,43627720.0,153712624.0
2016-01-08,3.51,3.55,3.48,3.53,235438323.0,827886955.0
2016-01-11,3.5,3.5,3.41,3.42,208328816.0,722038638.0
2016-01-12,3.45,3.46,3.41,3.42,146415685.0,502307243.0
2016-01-13,3.44,3.44,3.39,3.4,128441761.0,439299085.0
2016-01-14,3.37,3.41,3.33,3.41,165759808.0,559263229.0
2016-01-15,3.39,3.4,3.33,3.34,127994467.0,430207041.0
2016-01-18,3.31,3.36,3.3,3.31,151133445.0,502408250.0
2016-01-19,3.31,3.38,3.3,3.36,124130267.0,415090802.0
2016-01-20,3.36,3.36,3.3,3.34,134817218.0,448627145.0
2016-01-21,3.32,3.37,3.3,3.3,107011096.0,356768999.0
2016-01-22,3.33,3.34,3.3,3.34,107131158.0,355912034.0
2016-01-25,3.34,3.36,3.32,3.34,79395435.0,264870077.0
2016-01-26,3.33,3.34,3.2,3.23,142149327.0,464737013.0
2016-01-27,3.23,3.28,3.21,3.25,192867638.0,625439810.0
2016-01-28,3.24,3.24,3.18,3.2,114091600.0,366284746.0
2016-01-29,3.19,3.26,3.19,3.24,174029734.0,561102779.0
2016-02-01,3.23,3.23,3.16,3.19,131583636.0,419801086.0
2016-02-02,3.18,3.22,3.16,3.2,117185815.0,374582495.0
2016-02-03,3.18,3.19,3.14,3.17,98578878.0,311360878.0
2016-02-04,3.18,3.19,3.16,3.18,93048512.0,295717776.0
2016-02-05,3.18,3.19,3.16,3.17,90065245.0,285791576.0
2016-02-15,3.11,3.15,3.11,3.14,73649808.0,230698475.0
2016-02-16,3.15,3.21,3.15,3.2,107929907.0,344057239.0
2016-02-17,3.19,3.21,3.18,3.19,106357250.0,339602600.0
2016-02-18,3.2,3.22,3.19,3.21,111861855.0,358776063.0
2016-02-19,3.19,3.2,3.17,3.18,119000104.0,378879643.0
2016-02-22,3.19,3.25,3.18,3.23,166611513.0,535540776.0
2016-02-23,3.23,3.23,3.19,3.2,87464577.0,279795157.0
2016-02-24,3.19,3.21,3.18,3.2,94347337.0,301650995.0
2016-02-25,3.2,3.23,3.16,3.17,279873634.0,894572070.0
2016-02-26,3.17,3.2,3.16,3.18,146506987.0,466096800.0
2016-02-29,3.17,3.19,3.08,3.19,231769761.0,726405802.0
2016-03-01,3.18,3.19,3.15,3.19,108099427.0,342399841.0
2016-03-02,3.19,3.26,3.17,3.25,263195440.0,846513560.0
2016-03-03,3.24,3.27,3.23,3.27,189440142.0,614992535.0
2016-03-04,3.26,3.42,3.23,3.41,517720730.0,1733236939.0
2016-03-07,3.38,3.41,3.35,3.39,171152868.0,578835420.0
2016-03-08,3.37,3.43,3.33,3.42,214292870.0,724083081.0
2016-03-09,3.38,3.49,3.37,3.49,238390214.0,816785904.0
2016-03-10,3.45,3.46,3.42,3.42,132868532.0,456423449.0
2016-03-11,3.4,3.43,3.37,3.43,126884817.0,430996925.0
2016-03-14,3.43,3.43,3.39,3.4,252876404.0,861302499.0
2016-03-15,3.39,3.39,3.34,3.37,196314065.0,659491381.0
2016-03-16,3.35,3.44,3.34,3.42,367404407.0,1251693072.0
2016-03-17,3.4,3.41,3.37,3.39,197446178.0,668653062.0
2016-03-18,3.4,3.4,3.35,3.4,208987076.0,707016425.0
2016-03-21,3.4,3.43,3.38,3.41,171148725.0,584178796.0
2016-03-22,3.41,3.42,3.38,3.39,121764800.0,414085387.0
2016-03-23,3.4,3.42,3.38,3.4,124523617.0,424380969.0
2016-03-24,3.4,3.41,3.36,3.37,93343922.0,315119492.0
2016-03-25,3.37,3.38,3.36,3.38,47245149.0,159544356.0
2016-03-28,3.38,3.4,3.36,3.4,97120491.0,328072867.0
2016-03-29,3.38,3.4,3.36,3.36,108613524.0,366811037.0
2016-03-30,3.35,3.42,3.35,3.42,180467022.0,612563262.0
2016-03-31,3.41,3.42,3.38,3.39,116196095.0,394752224.0
2016-04-01,3.39,3.41,3.37,3.4,116521573.0,394940493.0
2016-04-05,3.4,3.42,3.38,3.42,126614234.0,430893535.0
2016-04-06,3.4,3.41,3.38,3.39,89263703.0,303213647.0
2016-04-07,3.4,3.4,3.37,3.37,94408315.0,319392788.0
2016-04-08,3.36,3.39,3.36,3.37,59049105.0,199218573.0
2016-04-11,3.37,3.41,3.37,3.39,85220739.0,289293759.0
2016-04-12,3.39,3.4,3.38,3.38,60961070.0,206670586.0
2016-04-13,3.39,3.43,3.39,3.42,194049426.0,662774061.0
2016-04-14,3.42,3.42,3.41,3.41,55763482.0,190430882.0
2016-04-15,3.42,3.42,3.39,3.4,86212344.0,293723687.0
2016-04-18,3.39,3.4,3.37,3.39,117932383.0,398952652.0
2016-04-19,3.39,3.4,3.38,3.39,52861257.0,179141441.0
2016-04-20,3.39,3.39,3.34,3.39,183296373.0,616860486.0
2016-04-21,3.37,3.41,3.36,3.4,102444378.0,346995818.0
2016-04-22,3.38,3.4,3.38,3.38,72573008.0,245818747.0
2016-04-25,3.38,3.38,3.36,3.38,56362142.0,190074175.0
2016-04-26,3.38,3.39,3.37,3.38,62555197.0,211470592.0
2016-04-27,3.38,3.38,3.37,3.38,40098727.0,135349084.0
2016-04-28,3.38,3.38,3.36,3.38,64384147.0,217190683.0
2016-04-29,3.38,3.38,3.36,3.37,58246704.0,196077297.0
2016-05-03,3.37,3.39,3.35,3.38,96095027.0,324449921.0
2016-05-04,3.38,3.38,3.37,3.38,51062239.0,172470706.0
2016-05-05,3.38,3.38,3.37,3.38,56947661.0,192148936.0
2016-05-06,3.38,3.38,3.34,3.35,90638012.0,305011455.0
2016-05-09,3.34,3.35,3.29,3.3,90362985.0,300202393.0
2016-05-10,3.29,3.3,3.27,3.29,75806293.0,249440935.0
2016-05-11,3.3,3.33,3.28,3.31,82330848.0,271739538.0
2016-05-12,3.3,3.32,3.28,3.3,67066191.0,221133234.0
2016-05-13,3.3,3.34,3.3,3.34,98493763.0,327611690.0
2016-05-16,3.32,3.37,3.32,3.36,73379599.0,245542612.0
2016-05-17,3.35,3.37,3.34,3.36,51770939.0,173829866.0
2016-05-18,3.36,3.36,3.3,3.35,74028569.0,247269141.0
2016-05-19,3.34,3.37,3.34,3.35,66722583.0,223875779.0
2016-05-20,3.35,3.37,3.35,3.36,54905754.0,184533482.0
2016-05-23,3.37,3.38,3.36,3.37,54533535.0,183896312.0
2016-05-24,3.38,3.38,3.35,3.37,61332764.0,206353082.0
2016-05-25,3.38,3.38,3.37,3.37,31019652.0,104636913.0
2016-05-26,3.37,3.38,3.37,3.38,55967667.0,189094755.0
2016-05-27,3.38,3.39,3.37,3.39,40760718.0,137788562.0
2016-05-30,3.39,3.41,3.38,3.4,106903686.0,362512632.0
2016-05-31,3.39,3.45,3.39,3.45,132484349.0,454777896.0
2016-06-01,3.45,3.45,3.42,3.43,80246389.0,275364944.0
2016-06-02,3.43,3.44,3.42,3.43,37502234.0,128753309.0
2016-06-03,3.44,3.45,3.42,3.45,60975451.0,209444067.0
2016-06-06,3.45,3.47,3.44,3.46,74977814.0,258951633.0
2016-06-07,3.46,3.49,3.45,3.48,74442780.0,258882505.0
2016-06-08,3.49,3.49,3.45,3.47,73223786.0,254256447.0
2016-06-13,3.45,3.48,3.45,3.45,84178633.0,291645424.0
2016-06-14,3.44,3.49,3.44,3.48,88014362.0,306345717.0
2016-06-15,3.47,3.49,3.45,3.47,80966181.0,280556215.0
2016-06-16,3.45,3.46,3.44,3.45,50455839.0,174160816.0
2016-06-17,3.45,3.48,3.45,3.45,47425958.0,164418728.0
2016-06-20,3.47,3.48,3.45,3.47,46082187.0,160008927.0
2016-06-21,3.48,3.49,3.46,3.49,44724898.0,155559528.0
2016-06-22,3.48,3.53,3.47,3.51,71354108.0,250457516.0
2016-06-23,3.51,3.53,3.5,3.51,32226494.0,113215027.0
2016-06-24,3.51,3.53,3.45,3.48,56227383.0,196323322.0
2016-06-27,3.47,3.49,3.47,3.49,40392684.0,140606432.0
2016-06-28,3.49,3.5,3.45,3.49,81452318.0,282442800.0
2016-06-29,3.49,3.5,3.47,3.49,68040876.0,236875608.0
2016-06-30,3.49,3.52,3.48,3.51,55807472.0,195605551.0
2016-07-01,3.52,3.55,3.51,3.53,67611510.0,239064522.0
2016-07-04,3.53,3.6,3.53,3.59,82055574.0,293563167.0
2016-07-05,3.59,3.61,3.57,3.6,85347883.0,306304670.0
2016-07-06,3.59,3.61,3.55,3.61,85666711.0,307025862.0
2016-07-07,3.6,3.64,3.58,3.63,141653870.0,512053951.0
2016-07-08,3.63,3.63,3.56,3.58,138473316.0,496377386.0
2016-07-11,3.57,3.59,3.55,3.56,90119541.0,322028871.0
2016-07-12,3.56,3.63,3.55,3.62,169519056.0,608650304.0
2016-07-13,3.61,3.64,3.58,3.63,163393642.0,591082774.0
2016-07-14,3.63,3.63,3.58,3.59,68449078.0,246123637.0
2016-07-15,3.59,3.61,3.58,3.6,66362625.0,238627366.0
2016-07-18,3.59,3.63,3.59,3.62,70133874.0,253685834.0
2016-07-19,3.62,3.63,3.58,3.58,100379069.0,360670789.0
2016-07-20,3.58,3.59,3.56,3.57,63323340.0,226295902.0
2016-07-21,3.57,3.58,3.55,3.57,89595815.0,319909889.0
2016-07-22,3.57,3.58,3.53,3.57,84529771.0,300284451.0
2016-07-25,3.55,3.58,3.55,3.58,79219380.0,283002834.0
2016-07-26,3.58,3.6,3.56,3.59,71847018.0,257577499.0
2016-07-27,3.59,3.6,3.53,3.59,125477168.0,448543022.0
2016-07-28,3.58,3.59,3.57,3.58,69490306.0,248621817.0
2016-07-29,3.58,3.58,3.57,3.58,42003121.0,150323737.0
2016-08-01,3.58,3.61,3.58,3.61,88282588.0,317506882.0
2016-08-02,3.6,3.62,3.59,3.62,54271388.0,195735431.0
2016-08-03,3.61,3.62,3.6,3.61,81525143.0,294318742.0
2016-08-04,3.6,3.61,3.59,3.61,63459887.0,228364237.0
2016-08-05,3.59,3.61,3.58,3.61,70152927.0,252398294.0
2016-08-08,3.6,3.63,3.6,3.62,57582718.0,208067038.0
2016-08-09,3.61,3.64,3.61,3.64,109016063.0,395402689.0
2016-08-10,3.64,3.66,3.63,3.65,80267523.0,292771229.0
2016-08-11,3.65,3.73,3.65,3.68,153045538.0,565050823.0
2016-08-12,3.68,3.76,3.67,3.75,167451450.0,623687437.0
2016-08-15,3.76,3.84,3.73,3.82,228942750.0,869842020.0
2016-08-16,3.83,3.83,3.66,3.7,455018082.0,1690569282.0
2016-08-17,3.69,3.71,3.68,3.7,134337131.0,495822610.0
2016-08-18,3.69,3.72,3.68,3.69,144955382.0,535750845.0
2016-08-19,3.7,3.7,3.68,3.7,92739124.0,341969334.0
2016-08-22,3.69,3.74,3.69,3.73,144633932.0,537380974.0
2016-08-23,3.73,3.78,3.72,3.77,168681341.0,633880193.0
2016-08-24,3.77,3.78,3.75,3.77,116730439.0,439059216.0
2016-08-25,3.76,3.78,3.73,3.77,152598651.0,573139608.0
2016-08-26,3.77,3.77,3.74,3.75,79646722.0,298860433.0
2016-08-29,3.74,3.75,3.69,3.74,102471408.0,381490378.0
2016-08-30,3.73,3.76,3.73,3.76,88150225.0,329623638.0
2016-08-31,3.75,3.78,3.74,3.78,74662230.0,280764471.0
2016-09-01,3.77,3.78,3.75,3.77,66538464.0,250704767.0
2016-09-02,3.76,3.78,3.76,3.78,89361426.0,336919959.0
2016-09-05,3.77,3.79,3.75,3.78,103078858.0,388599263.0
2016-09-06,3.77,3.79,3.7,3.72,243283590.0,911490691.0
2016-09-07,3.73,3.74,3.72,3.73,113701477.0,424103066.0
2016-09-08,3.72,3.74,3.72,3.74,79977558.0,298582853.0
2016-09-09,3.73,3.74,3.73,3.73,61633020.0,230162500.0
2016-09-12,3.71,3.72,3.68,3.71,134988960.0,499502233.0
2016-09-13,3.71,3.71,3.68,3.69,70964731.0,262175580.0
2016-09-14,3.68,3.69,3.63,3.64,93046259.0,340057302.0
2016-09-19,3.64,3.68,3.63,3.67,60679717.0,221615235.0
2016-09-20,3.67,3.67,3.65,3.67,53869552.0,196916269.0
2016-09-21,3.66,3.68,3.64,3.68,77420768.0,283608513.0
2016-09-22,3.68,3.71,3.68,3.7,90939780.0,335933667.0
2016-09-23,3.7,3.72,3.69,3.7,63089054.0,233745765.0
2016-09-26,3.7,3.71,3.68,3.68,83140674.0,306947978.0
2016-09-27,3.68,3.71,3.66,3.7,54856246.0,201943910.0
2016-09-28,3.7,3.7,3.68,3.69,35351009.0,130526729.0
2016-09-29,3.69,3.7,3.68,3.7,51253158.0,189275382.0
2016-09-30,3.69,3.7,3.68,3.69,31266682.0,115474513.0
2016-10-10,3.69,3.72,3.69,3.72,94176771.0,348472060.0
2016-10-11,3.72,3.72,3.7,3.71,66407557.0,246098904.0
2016-10-12,3.7,3.71,3.68,3.69,71089361.0,262766932.0
2016-10-13,3.69,3.7,3.68,3.68,57462963.0,211778426.0
2016-10-14,3.68,3.69,3.66,3.68,81190106.0,298373650.0
2016-10-17,3.68,3.68,3.63,3.65,72382683.0,264825182.0
2016-10-18,3.64,3.68,3.64,3.68,72621653.0,265602083.0
2016-10-19,3.68,3.69,3.66,3.68,64652604.0,237802799.0
2016-10-20,3.68,3.68,3.65,3.66,60435760.0,221513311.0
2016-10-21,3.66,3.68,3.65,3.68,40298334.0,147547919.0
2016-10-24,3.67,3.71,3.66,3.69,177548691.0,655163378.0
2016-10-25,3.69,3.71,3.68,3.71,98998552.0,366389609.0
2016-10-26,3.7,3.7,3.68,3.68,97777699.0,360845493.0
2016-10-27,3.68,3.68,3.66,3.68,74440690.0,273559461.0
2016-10-28,3.68,3.71,3.67,3.7,97198380.0,359216962.0
2016-10-31,3.68,3.7,3.67,3.69,81139532.0,298402976.0
2016-11-01,3.68,3.7,3.68,3.7,72049339.0,265994296.0
2016-11-02,3.68,3.69,3.67,3.68,67888186.0,249801737.0
2016-11-03,3.68,3.69,3.67,3.68,71176927.0,262246929.0
2016-11-04,3.68,3.68,3.66,3.68,111394738.0,408732170.0
2016-11-07,3.67,3.68,3.66,3.68,69319998.0,254331480.0
2016-11-08,3.67,3.71,3.67,3.7,203116095.0,748965999.0
2016-11-09,3.68,3.69,3.65,3.67,152623330.0,560026597.0
2016-11-10,3.68,3.69,3.68,3.69,87692649.0,323330496.0
2016-11-11,3.68,3.69,3.63,3.68,230828304.0,846656746.0
2016-11-14,3.67,3.68,3.66,3.67,229037484.0,839508004.0
2016-11-15,3.67,3.67,3.66,3.67,89960660.0,329518931.0
2016-11-16,3.67,3.67,3.66,3.67,83192504.0,304672031.0
2016-11-17,3.66,3.67,3.65,3.66,64139610.0,234759354.0
2016-11-18,3.66,3.67,3.65,3.66,68147749.0,249517930.0
2016-11-21,3.66,3.68,3.66,3.68,150376085.0,552525537.0
2016-11-22,3.68,3.7,3.68,3.69,288318782.0,1061212372.0
2016-11-23,3.68,3.73,3.68,3.71,277070975.0,1026788162.0
2016-11-24,3.7,3.71,3.69,3.7,119825164.0,443125768.0
2016-11-25,3.69,3.75,3.69,3.75,246539978.0,917957444.0
2016-11-28,3.75,3.8,3.75,3.79,290718408.0,1100768249.0
2016-11-29,3.79,3.81,3.78,3.81,176171699.0,668112797.0
2016-11-30,3.8,3.8,3.75,3.77,145653312.0,549680216.0
2016-12-01,3.77,3.79,3.75,3.77,130842110.0,493593121.0
2016-12-02,3.76,3.78,3.73,3.77,211134410.0,793611986.0
2016-12-05,3.75,3.81,3.74,3.8,219152351.0,829216078.0
2016-12-06,3.79,3.82,3.78,3.78,129932110.0,493575012.0
2016-12-07,3.78,3.8,3.77,3.78,81680873.0,308635958.0
2016-12-08,3.78,3.79,3.76,3.78,102641491.0,387851238.0
2016-12-09,3.78,3.85,3.78,3.83,291608615.0,1113653218.0
2016-12-12,3.83,3.89,3.81,3.86,321512051.0,1237222020.0
2016-12-13,3.83,3.84,3.79,3.8,140826574.0,536568981.0
2016-12-14,3.8,3.83,3.8,3.81,88803185.0,338897632.0
2016-12-15,3.8,3.81,3.7,3.72,150417200.0,562236088.0
2016-12-16,3.71,3.72,3.68,3.69,127651333.0,471566489.0
2016-12-19,3.69,3.71,3.68,3.7,59716257.0,220655675.0
2016-12-20,3.7,3.71,3.64,3.68,123507014.0,452756023.0
2016-12-21,3.66,3.69,3.66,3.68,88283750.0,324687352.0
2016-12-22,3.68,3.69,3.66,3.67,72987845.0,268013232.0
2016-12-23,3.67,3.68,3.65,3.67,72072151.0,263871387.0
2016-12-26,3.65,3.68,3.63,3.68,106810776.0,389851608.0
2016-12-27,3.66,3.68,3.65,3.66,58423184.0,214096549.0
2016-12-28,3.66,3.66,3.63,3.64,111360289.0,405449448.0
2016-12-29,3.63,3.66,3.63,3.65,94795347.0,345590764.0
2016-12-30,3.65,3.68,3.64,3.68,105127091.0,384672848.0
2017-01-03,3.67,3.69,3.66,3.69,124987072.0,460087750.0
2017-01-04,3.68,3.7,3.68,3.69,142700248.0,526408823.0
2017-01-05,3.69,3.71,3.68,3.7,104821589.0,387580728.0
2017-01-06,3.7,3.71,3.69,3.7,104404077.0,386138117.0
2017-01-09,3.71,3.73,3.69,3.72,140937148.0,523539384.0
2017-01-10,3.71,3.73,3.7,3.72,76391700.0,283646229.0
2017-01-11,3.72,3.73,3.71,3.73,62871049.0,233898107.0
2017-01-12,3.72,3.73,3.7,3.73,74595425.0,277258300.0
2017-01-13,3.71,3.74,3.7,3.74,112615342.0,419357047.0
2017-01-16,3.73,3.82,3.7,3.79,362753693.0,1364412975.0
2017-01-17,3.77,3.78,3.76,3.78,108020798.0,407014730.0
2017-01-18,3.77,3.78,3.76,3.78,81944004.0,308822017.0
2017-01-19,3.78,3.8,3.75,3.78,132711296.0,500585770.0
2017-01-20,3.77,3.78,3.75,3.77,81439731.0,306500362.0
2017-01-23,3.77,3.78,3.76,3.78,92408192.0,348112266.0
2017-01-24,3.77,3.81,3.77,3.79,140732385.0,532631883.0
2017-01-25,3.79,3.81,3.78,3.8,81902343.0,310690168.0
2017-01-26,3.8,3.83,3.8,3.83,101397093.0,386971697.0
2017-02-03,3.83,3.83,3.79,3.8,63761759.0,242482106.0
2017-02-06,3.81,3.81,3.78,3.8,66150307.0,251005935.0
2017-02-07,3.79,3.8,3.78,3.79,82092800.0,311360297.0
2017-02-08,3.79,3.8,3.76,3.8,66609901.0,251930028.0
2017-02-09,3.79,3.81,3.78,3.81,78597192.0,298864411.0
2017-02-10,3.81,3.83,3.8,3.83,71660252.0,273504007.0
2017-02-13,3.83,3.86,3.82,3.85,112792468.0,433628174.0
2017-02-14,3.85,3.87,3.84,3.85,96769656.0,372864457.0
2017-02-15,3.85,3.91,3.85,3.9,188004283.0,729898537.0
2017-02-16,3.9,3.93,3.88,3.9,123800220.0,483137636.0
2017-02-17,3.92,3.92,3.85,3.87,114446019.0,444519269.0
2017-02-20,3.86,3.93,3.86,3.89,186832712.0,728360221.0
2017-02-21,3.9,3.93,3.88,3.9,108881798.0,425412580.0
2017-02-22,3.9,3.92,3.89,3.92,73164199.0,285950423.0
2017-02-23,3.92,3.93,3.91,3.93,73566850.0,288149505.0
2017-02-24,3.92,3.92,3.9,3.92,65141106.0,254734807.0
2017-02-27,3.9,3.92,3.89,3.91,70202516.0,274228814.0
2017-02-28,3.9,3.92,3.89,3.91,59774629.0,233271741.0
2017-03-01,3.9,3.93,3.88,3.9,111952804.0,436965708.0
2017-03-02,3.9,3.91,3.89,3.89,60760230.0,237114179.0
2017-03-03,3.88,3.9,3.88,3.88,51524832.0,200181544.0
2017-03-06,3.87,3.9,3.86,3.87,114557274.0,444384940.0
2017-03-07,3.87,3.9,3.86,3.9,102657161.0,398252098.0
2017-03-08,3.88,3.92,3.88,3.91,76352033.0,297861104.0
2017-03-09,3.9,3.93,3.89,3.92,154247910.0,604436588.0
2017-03-10,3.92,3.93,3.9,3.93,62794276.0,245851158.0
2017-03-13,3.92,3.94,3.9,3.94,80900571.0,317462710.0
2017-03-14,3.93,3.98,3.93,3.97,83637232.0,330953825.0
2017-03-15,3.97,3.97,3.93,3.96,70019182.0,276534270.0
2017-03-16,3.95,3.96,3.91,3.92,141901325.0,559053138.0
2017-03-17,3.93,3.93,3.89,3.91,97464570.0,381978603.0
2017-03-20,3.92,3.94,3.91,3.93,100291408.0,393812178.0
2017-03-21,3.92,3.93,3.91,3.93,68529799.0,268888793.0
2017-03-22,3.93,3.93,3.88,3.88,135539905.0,528460211.0
2017-03-23,3.89,3.91,3.88,3.89,106974514.0,416701715.0
2017-03-24,3.89,3.91,3.86,3.91,116370306.0,452381998.0
2017-03-27,3.89,3.97,3.88,3.96,189030075.0,743929161.0
2017-03-28,3.96,3.97,3.93,3.96,91691795.0,362490509.0
2017-03-29,3.95,3.98,3.94,3.98,117859921.0,467762713.0
2017-03-30,3.98,4.03,3.94,4.01,153197282.0,607688496.0
2017-03-31,3.98,4.07,3.98,4.03,156416611.0,629464878.0
2017-04-05,4.03,4.05,4.01,4.04,131377150.0,529500135.0
2017-04-06,4.04,4.05,4.0,4.03,75571306.0,303787354.0
2017-04-07,4.02,4.06,4.01,4.05,107196219.0,433073222.0
2017-04-10,4.05,4.06,4.01,4.03,70622908.0,284177676.0
2017-04-11,4.01,4.03,3.98,4.0,97211029.0,388871585.0
2017-04-12,3.99,4.07,3.98,4.04,136564734.0,548277448.0
2017-04-13,4.03,4.03,3.99,4.01,95967152.0,385351338.0
2017-04-14,4.0,4.02,3.98,4.01,54011025.0,216116057.0
2017-04-17,3.99,4.03,3.96,4.03,135580390.0,540611451.0
2017-04-18,4.0,4.01,3.98,3.99,73306119.0,292283671.0
2017-04-19,3.98,3.99,3.94,3.95,107652761.0,426318391.0
2017-04-20,3.94,3.98,3.93,3.94,77032563.0,304725880.0
2017-04-21,3.94,4.03,3.93,4.01,149994909.0,597576218.0
2017-04-24,3.99,4.03,3.98,4.02,111269021.0,446364424.0
2017-04-25,4.02,4.03,4.0,4.01,76490778.0,307119446.0
2017-04-26,4.02,4.06,4.01,4.06,102622286.0,414075215.0
2017-04-27,4.05,4.07,4.03,4.07,123647836.0,500778726.0
2017-04-28,4.06,4.07,4.03,4.07,79270381.0,320794707.0
2017-05-02,4.05,4.06,4.02,4.02,50861186.0,205273096.0
2017-05-03,4.02,4.03,3.99,4.01,92176356.0,369536251.0
2017-05-04,4.0,4.02,3.98,4.01,86142784.0,344687610.0
2017-05-05,3.99,4.06,3.98,4.05,150696715.0,605112334.0
2017-05-08,4.03,4.08,4.02,4.08,169740835.0,688241515.0
2017-05-09,4.06,4.09,4.05,4.06,92679740.0,377718384.0
2017-05-10,4.05,4.09,4.05,4.08,110445654.0,449950713.0
2017-05-11,4.08,4.13,4.08,4.11,127510314.0,524557064.0
2017-05-12,4.1,4.22,4.09,4.22,198170409.0,826699747.0
2017-05-15,4.21,4.27,4.18,4.25,186492540.0,789661963.0
2017-05-16,4.23,4.23,4.14,4.17,179833770.0,750102368.0
2017-05-17,4.16,4.17,4.12,4.13,141898471.0,586105486.0
2017-05-18,4.12,4.18,4.11,4.17,84921961.0,352948738.0
2017-05-19,4.17,4.18,4.14,4.15,53990826.0,224590420.0
2017-05-22,4.13,4.21,4.13,4.19,120130855.0,501217542.0
2017-05-23,4.19,4.27,4.18,4.25,164859265.0,697930661.0
2017-05-24,4.25,4.28,4.21,4.26,114963090.0,487960967.0
2017-05-25,4.26,4.42,4.24,4.3,301514160.0,1302498438.0
2017-05-26,4.28,4.38,4.28,4.36,134452218.0,582681277.0
2017-05-31,4.34,4.41,4.32,4.38,141241043.0,616451183.0
2017-06-01,4.37,4.43,4.35,4.43,137378452.0,602099063.0
2017-06-02,4.43,4.5,4.39,4.42,145132125.0,645472311.0
2017-06-05,4.4,4.4,4.25,4.28,375507850.0,1613933715.0
2017-06-06,4.27,4.29,4.25,4.28,132503105.0,565692984.0
2017-06-07,4.28,4.34,4.27,4.3,194999704.0,838740021.0
2017-06-08,4.29,4.32,4.27,4.3,170949100.0,733354026.0
2017-06-09,4.3,4.36,4.28,4.3,278120961.0,1199941141.0
2017-06-12,4.3,4.33,4.28,4.29,192812066.0,830351448.0
2017-06-13,4.29,4.31,4.27,4.29,111886019.0,479603365.0
2017-06-14,4.28,4.3,4.27,4.29,88133828.0,377537388.0
2017-06-15,4.28,4.29,4.19,4.21,237108495.0,1004445224.0
2017-06-16,4.2,4.22,4.17,4.2,166517805.0,697851516.0
2017-06-19,4.2,4.22,4.16,4.17,246080285.0,1028985301.0
2017-06-20,4.17,4.22,4.15,4.2,236300759.0,989599825.0
2017-06-21,4.21,4.22,4.18,4.21,137948597.0,579457178.0
2017-06-22,4.21,4.32,4.2,4.25,374563959.0,1598284141.0
2017-06-23,4.25,4.29,4.22,4.28,196299156.0,836120176.0
2017-06-26,4.28,4.37,4.23,4.26,362427142.0,1554208978.0
2017-06-27,4.25,4.27,4.22,4.24,252145916.0,1069298111.0
2017-06-28,4.24,4.29,4.22,4.23,294078851.0,1252574020.0
2017-06-29,4.24,4.33,4.23,4.32,217780143.0,933437347.0
2017-06-30,4.3,4.38,4.28,4.38,245018537.0,1066988996.0
2017-07-03,4.37,4.39,4.35,4.37,119587289.0,521850457.0
2017-07-04,4.37,4.4,4.32,4.38,162869433.0,709171868.0
2017-07-05,4.37,4.38,4.33,4.36,125102946.0,544623294.0
2017-07-06,4.34,4.38,4.34,4.36,128941123.0,562347817.0
2017-07-07,4.36,4.36,4.33,4.34,194521348.0,844999124.0
2017-07-10,4.34,4.37,4.32,4.36,167845574.0,729039119.0
2017-07-11,4.36,4.43,4.33,4.41,285503485.0,1249932391.0
2017-07-12,4.41,4.49,4.4,4.43,252135835.0,1122631870.0
2017-07-13,4.45,4.53,4.44,4.5,241273739.0,1080716841.0
2017-07-14,4.51,4.53,4.48,4.51,105410679.0,474780292.0
2017-07-17,4.53,4.68,4.51,4.66,364595825.0,1679932657.0
2017-07-18,4.61,4.69,4.58,4.6,211880823.0,980266595.0
